group,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
9,End-User,_,NOUN,NNP,_,6,nn,_,_,F
9,License,_,NOUN,NNP,_,6,nn,_,_,F
9,Agreement,_,NOUN,NN,_,1,dep,_,_,F
9,This,_,DET,DT,_,10,det,_,_,F
9,End-User,_,NOUN,NNP,_,10,nn,_,_,F
9,License,_,NOUN,NNP,_,10,nn,_,_,F
9,Agreement,_,NOUN,NN,_,6,dep,_,_,F
9,-LRB-,_,.,-LRB-,_,6,punct,_,_,F
9,this,_,DET,DT,_,14,det,_,_,F
9,``,_,.,``,_,14,punct,_,_,F
9,EULA,_,NOUN,NNP,_,6,dep,_,_,F
9,'',_,.,'',_,6,punct,_,_,F
9,-RRB-,_,.,-RRB-,_,1,punct,_,_,F
9,is,_,VERB,VBZ,_,19,cop,_,_,F
9,an,_,DET,DT,_,19,det,_,_,F
9,agreement,_,NOUN,NN,_,0,ROOT,_,_,F
9,between,_,ADP,IN,_,19,prep,_,_,F
9,you,_,PRON,PRP,_,20,pobj,_,_,T
9,and,_,CONJ,CC,_,21,cc,_,_,F
9,appsquare,_,VERB,VB,_,24,nn,_,_,T
9,OG,_,NOUN,NNP,_,21,conj,_,_,T
9,",",_,.,",",_,19,punct,_,_,F
9,having,_,VERB,VBG,_,19,partmod,_,_,F
9,its,_,PRON,PRP$,_,29,poss,_,_,F
9,registered,_,ADJ,JJ,_,29,amod,_,_,F
9,address,_,NOUN,NN,_,26,dobj,_,_,F
9,at,_,ADP,IN,_,29,prep,_,_,F
9,Gruschaplatz,_,NOUN,NNP,_,32,nn,_,_,F
9,11-Jun,_,NOUN,NNP,_,30,pobj,_,_,F
9,",",_,.,",",_,32,punct,_,_,F
9,1140,_,NUM,CD,_,32,conj,_,_,F
9,",",_,.,",",_,32,punct,_,_,F
9,Vienna,_,NOUN,NNP,_,32,conj,_,_,F
9,",",_,.,",",_,32,punct,_,_,F
9,Austria,_,NOUN,NNP,_,32,appos,_,_,F
9,.,_,.,.,_,19,punct,_,_,F
10,http,_,X,ADD,_,0,ROOT,_,_,F
10,:,_,.,:,_,1,punct,_,_,F
10,//www.appeartome.com/atm_contracts/AppearToMe,_,DET,DT,_,4,det,_,_,F
10,%,_,NOUN,NN,_,6,nn,_,_,F
10,20EULA,_,NUM,CD,_,6,num,_,_,F
10,%,_,NOUN,NN,_,20,nsubj,_,_,F
10,20Final,_,NUM,CD,_,8,num,_,_,F
10,%,_,NOUN,NN,_,6,dep,_,_,F
10,2826.06,_,NUM,CD,_,10,num,_,_,F
10,%,_,NOUN,NN,_,6,dep,_,_,F
10,29.pdf,_,NUM,CD,_,6,dep,_,_,F
10,APPEARTOME,_,NOUN,NNP,_,19,nn,_,_,F
10,LIMITED,_,NOUN,NNP,_,19,nn,_,_,F
10,MOBILE,_,NOUN,NNP,_,19,nn,_,_,F
10,APPLICATION,_,NOUN,NNP,_,19,nn,_,_,F
10,END-USER,_,NOUN,NNP,_,19,nn,_,_,F
10,LICENCE,_,NOUN,NNP,_,19,nn,_,_,F
10,AGREEMENT,_,NOUN,NNP,_,19,nn,_,_,F
10,PLEASE,_,NOUN,NNP,_,6,dep,_,_,F
10,READ,_,NOUN,NNP,_,36,csubj,_,_,F
10,CAREFULLY,_,ADV,RB,_,20,advmod,_,_,F
10,BEFORE,_,ADP,IN,_,20,prep,_,_,F
10,DOWNLOADING,_,VERB,VBG,_,22,pcomp,_,_,F
10,THE,_,DET,DT,_,29,det,_,_,F
10,APP,_,NOUN,NNP,_,29,nn,_,_,F
10,This,_,DET,DT,_,29,det,_,_,F
10,end-user,_,NOUN,NN,_,29,nn,_,_,F
10,licence,_,NOUN,NN,_,29,nn,_,_,F
10,agreement,_,NOUN,NN,_,23,dobj,_,_,F
10,-LRB-,_,.,-LRB-,_,29,punct,_,_,F
10,EULA,_,NOUN,NNP,_,29,dep,_,_,F
10,-RRB-,_,.,-RRB-,_,29,punct,_,_,F
10,is,_,VERB,VBZ,_,36,cop,_,_,F
10,a,_,DET,DT,_,36,det,_,_,F
10,legal,_,ADJ,JJ,_,36,amod,_,_,F
10,agreement,_,NOUN,NN,_,1,dep,_,_,F
10,between,_,ADP,IN,_,36,prep,_,_,F
10,you,_,PRON,PRP,_,37,pobj,_,_,T
10,as,_,ADP,IN,_,36,prep,_,_,F
10,user,_,NOUN,NN,_,39,pobj,_,_,F
10,",",_,.,",",_,40,punct,_,_,F
10,-LRB-,_,.,-LRB-,_,40,punct,_,_,F
10,End-user,_,NOUN,NNP,_,40,dep,_,_,F
10,or,_,CONJ,CC,_,43,cc,_,_,F
10,you,_,PRON,PRP,_,43,conj,_,_,F
10,-RRB-,_,.,-RRB-,_,40,punct,_,_,F
10,and,_,CONJ,CC,_,36,cc,_,_,F
10,Appeartome,_,NOUN,NNP,_,49,nn,_,_,T
10,Limited,_,NOUN,NNP,_,36,conj,_,_,T
10,as,_,ADP,IN,_,49,prep,_,_,F
10,developer,_,NOUN,NN,_,50,pobj,_,_,F
10,-LRB-,_,.,-LRB-,_,51,punct,_,_,F
10,Appeartome,_,NOUN,NNP,_,51,dep,_,_,F
10,",",_,.,",",_,53,punct,_,_,F
10,us,_,PRON,PRP,_,53,conj,_,_,F
10,or,_,CONJ,CC,_,53,cc,_,_,F
10,we,_,PRON,PRP,_,53,conj,_,_,F
10,-RRB-,_,.,-RRB-,_,51,punct,_,_,F
10,",",_,.,",",_,36,punct,_,_,F
10,in,_,ADP,IN,_,36,prep,_,_,F
10,connection,_,NOUN,NN,_,60,pobj,_,_,F
10,with,_,ADP,IN,_,61,prep,_,_,F
10,the,_,DET,DT,_,68,det,_,_,F
10,Appeartome,_,NOUN,NNP,_,68,nn,_,_,F
10,Limited,_,NOUN,NNP,_,68,nn,_,_,F
10,mobile,_,ADJ,JJ,_,67,amod,_,_,F
10,application,_,NOUN,NN,_,68,nn,_,_,F
10,software,_,NOUN,NN,_,62,pobj,_,_,F
10,",",_,.,",",_,36,punct,_,_,F
10,and,_,CONJ,CC,_,36,cc,_,_,F
10,any,_,DET,DT,_,72,det,_,_,F
10,data,_,NOUN,NNS,_,36,conj,_,_,F
10,and,_,CONJ,CC,_,72,cc,_,_,F
10,associated,_,VERB,VBN,_,75,amod,_,_,F
10,media,_,NOUN,NNS,_,72,conj,_,_,F
10,supplied,_,VERB,VBD,_,72,partmod,_,_,F
10,with,_,ADP,IN,_,76,prep,_,_,F
10,the,_,DET,DT,_,79,det,_,_,F
10,software,_,NOUN,NN,_,77,pobj,_,_,F
10,-LRB-,_,.,-LRB-,_,79,punct,_,_,F
10,App,_,NOUN,NNP,_,79,dep,_,_,F
10,-RRB-,_,.,-RRB-,_,79,punct,_,_,F
10,.,_,.,.,_,1,punct,_,_,F
11,https,_,X,ADD,_,0,ROOT,_,_,F
11,:,_,.,:,_,1,punct,_,_,F
11,//www.atlassian.com/legal/customer-agreement,_,ADJ,JJ,_,6,amod,_,_,F
11,Atlassian,_,NOUN,NNP,_,6,nn,_,_,F
11,Customer,_,NOUN,NN,_,6,nn,_,_,F
11,Agreement,_,NOUN,NN,_,10,nn,_,_,F
11,This,_,DET,DT,_,10,det,_,_,F
11,Atlassian,_,ADJ,JJ,_,10,nn,_,_,F
11,Customer,_,NOUN,NN,_,10,nn,_,_,F
11,Agreement,_,NOUN,NN,_,17,nsubj,_,_,F
11,-LRB-,_,.,-LRB-,_,14,punct,_,_,F
11,the,_,DET,DT,_,14,det,_,_,F
11,``,_,.,``,_,14,punct,_,_,F
11,Agreement,_,NOUN,NN,_,10,dep,_,_,F
11,'',_,.,'',_,14,punct,_,_,F
11,-RRB-,_,.,-RRB-,_,14,punct,_,_,F
11,is,_,VERB,VBZ,_,1,dep,_,_,F
11,between,_,ADP,IN,_,17,prep,_,_,F
11,you,_,PRON,PRP,_,18,pobj,_,_,T
11,and,_,CONJ,CC,_,19,cc,_,_,F
11,Atlassian,_,NOUN,NNP,_,23,nn,_,_,T
11,Pty,_,NOUN,NNP,_,23,nn,_,_,T
11,Ltd,_,NOUN,NNP,_,19,conj,_,_,T
11,-LRB-,_,.,-LRB-,_,23,punct,_,_,F
11,ABN,_,NOUN,NNP,_,23,dep,_,_,F
11,53,_,NUM,CD,_,25,num,_,_,F
11,102,_,NUM,CD,_,25,num,_,_,F
11,443,_,NUM,CD,_,29,number,_,_,F
11,916,_,NUM,CD,_,25,num,_,_,F
11,-RRB-,_,.,-RRB-,_,23,punct,_,_,F
11,-LRB-,_,.,-LRB-,_,33,punct,_,_,F
11,``,_,.,``,_,33,punct,_,_,F
11,Atlassian,_,NOUN,NNP,_,23,appos,_,_,F
11,'',_,.,'',_,33,punct,_,_,F
11,-RRB-,_,.,-RRB-,_,33,punct,_,_,F
11,.,_,.,.,_,1,punct,_,_,F
12,This,_,DET,DT,_,5,det,_,_,F
12,End,_,NOUN,NN,_,3,nn,_,_,F
12,User,_,NOUN,NN,_,5,nn,_,_,F
12,License,_,NOUN,NNP,_,5,nn,_,_,F
12,Agreement,_,NOUN,NNP,_,11,nsubj,_,_,F
12,-LRB-,_,.,-LRB-,_,7,punct,_,_,F
12,EULA,_,NOUN,NNP,_,5,appos,_,_,F
12,-RRB-,_,.,-RRB-,_,7,punct,_,_,F
12,is,_,VERB,VBZ,_,11,cop,_,_,F
12,a,_,DET,DT,_,11,det,_,_,F
12,contract,_,NOUN,NN,_,0,ROOT,_,_,F
12,between,_,ADP,IN,_,11,prep,_,_,F
12,you,_,PRON,PRP,_,12,pobj,_,_,T
12,-LRB-,_,.,-LRB-,_,24,punct,_,_,F
12,``,_,.,``,_,24,punct,_,_,F
12,you,_,PRON,PRP,_,24,nsubj,_,_,F
12,",",_,.,",",_,24,punct,_,_,F
12,'',_,.,'',_,24,punct,_,_,F
12,``,_,.,``,_,24,punct,_,_,F
12,your,_,PRON,PRP$,_,24,conj,_,_,F
12,'',_,.,'',_,24,punct,_,_,F
12,or,_,CONJ,CC,_,24,cc,_,_,F
12,``,_,.,``,_,24,punct,_,_,F
12,Licensee,_,NOUN,NNP,_,13,appos,_,_,F
12,'',_,.,'',_,24,punct,_,_,F
12,-RRB-,_,.,-RRB-,_,24,punct,_,_,F
12,and,_,CONJ,CC,_,13,cc,_,_,F
12,Avanquest,_,NOUN,NNP,_,30,nn,_,_,T
12,Software,_,NOUN,NNP,_,30,nn,_,_,T
12,S.A.,_,NOUN,NNP,_,13,conj,_,_,T
12,-LRB-,_,.,-LRB-,_,30,punct,_,_,F
12,``,_,.,``,_,30,punct,_,_,F
12,Avanquest,_,NOUN,NNP,_,30,dep,_,_,F
12,'',_,.,'',_,30,punct,_,_,F
12,-RRB-,_,.,-RRB-,_,30,punct,_,_,F
12,",",_,.,",",_,30,punct,_,_,F
12,which,_,DET,WDT,_,38,nsubj,_,_,F
12,provides,_,VERB,VBZ,_,30,rcmod,_,_,F
12,the,_,DET,DT,_,40,det,_,_,F
12,terms,_,NOUN,NNS,_,38,dobj,_,_,F
12,and,_,CONJ,CC,_,40,cc,_,_,F
12,conditions,_,NOUN,NNS,_,40,conj,_,_,F
12,under,_,ADP,IN,_,51,prep,_,_,F
12,which,_,DET,WDT,_,43,pobj,_,_,F
12,the,_,DET,DT,_,47,det,_,_,F
12,Licensed,_,ADJ,JJ,_,47,nn,_,_,F
12,Software,_,NOUN,NNP,_,51,nsubjpass,_,_,F
12,named,_,VERB,VBN,_,47,partmod,_,_,F
12,above,_,ADV,RB,_,48,advmod,_,_,F
12,is,_,VERB,VBZ,_,51,auxpass,_,_,F
12,licensed,_,VERB,VBN,_,40,rcmod,_,_,F
12,not,_,ADV,RB,_,53,neg,_,_,F
12,sold,_,VERB,VBN,_,51,dep,_,_,F
12,to,_,ADP,IN,_,53,prep,_,_,F
12,you,_,PRON,PRP,_,54,pobj,_,_,F
12,.,_,.,.,_,11,punct,_,_,F
13,This,_,DET,DT,_,3,det,_,_,F
13,License,_,NOUN,NNP,_,3,nn,_,_,F
13,Agreement,_,NOUN,NN,_,7,nsubj,_,_,F
13,is,_,VERB,VBZ,_,7,cop,_,_,F
13,a,_,DET,DT,_,7,det,_,_,F
13,legal,_,ADJ,JJ,_,7,amod,_,_,F
13,agreement,_,NOUN,NN,_,0,ROOT,_,_,F
13,between,_,ADP,IN,_,7,prep,_,_,F
13,you,_,PRON,PRP,_,8,pobj,_,_,T
13,-LRB-,_,.,-LRB-,_,9,punct,_,_,F
13,either,_,CONJ,CC,_,13,preconj,_,_,F
13,an,_,DET,DT,_,13,det,_,_,F
13,individual,_,NOUN,NN,_,9,dep,_,_,F
13,or,_,CONJ,CC,_,13,cc,_,_,F
13,a,_,DET,DT,_,17,det,_,_,F
13,legal,_,ADJ,JJ,_,17,amod,_,_,F
13,person,_,NOUN,NN,_,13,conj,_,_,F
13,-RRB-,_,.,-RRB-,_,9,punct,_,_,F
13,and,_,CONJ,CC,_,9,cc,_,_,F
13,BITDEFENDER,_,NOUN,NN,_,9,conj,_,_,T
13,for,_,ADP,IN,_,20,prep,_,_,F
13,use,_,NOUN,NN,_,21,pobj,_,_,F
13,of,_,ADP,IN,_,22,prep,_,_,F
13,BITDEFENDER,_,NOUN,NNP,_,27,poss,_,_,F
13,'s,_,PRT,POS,_,24,possessive,_,_,F
13,software,_,NOUN,NN,_,27,nn,_,_,F
13,product,_,NOUN,NN,_,23,pobj,_,_,F
13,identified,_,VERB,VBN,_,27,partmod,_,_,F
13,above,_,ADP,IN,_,28,prep,_,_,F
13,",",_,.,",",_,27,punct,_,_,F
13,which,_,DET,WDT,_,32,nsubj,_,_,F
13,includes,_,VERB,VBZ,_,27,rcmod,_,_,F
13,software,_,NOUN,NN,_,32,dobj,_,_,F
13,and,_,CONJ,CC,_,33,cc,_,_,F
13,services,_,NOUN,NNS,_,33,conj,_,_,F
13,for,_,ADP,IN,_,33,prep,_,_,F
13,your,_,PRON,PRP$,_,38,poss,_,_,F
13,device,_,NOUN,NN,_,36,pobj,_,_,F
13,",",_,.,",",_,7,punct,_,_,F
13,and,_,CONJ,CC,_,7,cc,_,_,F
13,may,_,VERB,MD,_,42,aux,_,_,F
13,include,_,VERB,VB,_,7,conj,_,_,F
13,associated,_,VERB,VBN,_,44,amod,_,_,F
13,media,_,NOUN,NNS,_,42,dobj,_,_,F
13,",",_,.,",",_,44,punct,_,_,F
13,printed,_,VERB,VBN,_,47,amod,_,_,F
13,materials,_,NOUN,NNS,_,44,conj,_,_,F
13,",",_,.,",",_,44,punct,_,_,F
13,and,_,CONJ,CC,_,44,cc,_,_,F
13,``,_,.,``,_,44,punct,_,_,F
13,online,_,ADJ,JJ,_,44,conj,_,_,F
13,'',_,.,'',_,44,punct,_,_,F
13,or,_,CONJ,CC,_,44,cc,_,_,F
13,electronic,_,ADJ,JJ,_,55,amod,_,_,F
13,documentation,_,NOUN,NN,_,44,conj,_,_,F
13,-LRB-,_,.,-LRB-,_,55,punct,_,_,F
13,hereafter,_,ADV,RB,_,58,advmod,_,_,F
13,designated,_,VERB,VBN,_,55,partmod,_,_,F
13,as,_,ADP,IN,_,58,prep,_,_,F
13,``,_,.,``,_,62,punct,_,_,F
13,Bitdefender,_,NOUN,NN,_,62,nn,_,_,F
13,Product,_,NOUN,NN,_,59,pobj,_,_,F
13,'',_,.,'',_,62,punct,_,_,F
13,-RRB-,_,.,-RRB-,_,55,punct,_,_,F
13,",",_,.,",",_,44,punct,_,_,F
13,all,_,DET,DT,_,70,nsubjpass,_,_,F
13,of,_,ADP,IN,_,66,prep,_,_,F
13,which,_,DET,WDT,_,67,pobj,_,_,F
13,are,_,VERB,VBP,_,70,auxpass,_,_,F
13,protected,_,VERB,VBN,_,44,rcmod,_,_,F
13,by,_,ADP,IN,_,70,prep,_,_,F
13,international,_,ADJ,JJ,_,74,amod,_,_,F
13,copyright,_,NOUN,NN,_,74,nn,_,_,F
13,laws,_,NOUN,NNS,_,71,pobj,_,_,F
13,and,_,CONJ,CC,_,74,cc,_,_,F
13,international,_,ADJ,JJ,_,77,amod,_,_,F
13,treaties,_,NOUN,NNS,_,74,conj,_,_,F
13,.,_,.,.,_,7,punct,_,_,F
14,This,_,DET,DT,_,3,det,_,_,F
14,License,_,NOUN,NNP,_,3,nn,_,_,F
14,Agreement,_,NOUN,NN,_,4,nsubj,_,_,F
14,constitutes,_,VERB,VBZ,_,0,ROOT,_,_,F
14,and,_,CONJ,CC,_,4,cc,_,_,F
14,contains,_,VERB,VBZ,_,4,conj,_,_,F
14,the,_,DET,DT,_,9,det,_,_,F
14,entire,_,ADJ,JJ,_,9,amod,_,_,F
14,agreement,_,NOUN,NN,_,4,dobj,_,_,F
14,between,_,ADP,IN,_,9,prep,_,_,F
14,the,_,DET,DT,_,12,det,_,_,F
14,parties,_,NOUN,NNS,_,10,pobj,_,_,F
14,with,_,ADP,IN,_,9,prep,_,_,F
14,respect,_,NOUN,NN,_,13,pobj,_,_,F
14,to,_,ADP,IN,_,14,prep,_,_,F
14,the,_,DET,DT,_,19,det,_,_,F
14,subject,_,NOUN,NN,_,18,amod,_,_,F
14,matter,_,NOUN,NN,_,19,amod,_,_,F
14,hereof,_,NOUN,NN,_,15,pobj,_,_,F
14,and,_,CONJ,CC,_,14,cc,_,_,F
14,supersedes,_,VERB,VBZ,_,14,conj,_,_,F
14,any,_,DET,DT,_,27,det,_,_,F
14,prior,_,ADJ,JJ,_,27,amod,_,_,F
14,oral,_,ADJ,JJ,_,27,amod,_,_,F
14,or,_,CONJ,CC,_,24,cc,_,_,F
14,written,_,VERB,VBN,_,24,conj,_,_,F
14,agreements,_,NOUN,NNS,_,21,dobj,_,_,F
14,",",_,.,",",_,14,punct,_,_,F
14,provided,_,VERB,VBN,_,14,partmod,_,_,F
14,",",_,.,",",_,4,punct,_,_,F
14,however,_,ADV,RB,_,4,advmod,_,_,F
14,",",_,.,",",_,4,punct,_,_,F
14,that,_,ADP,IN,_,37,mark,_,_,F
14,this,_,DET,DT,_,35,det,_,_,F
14,Agreement,_,NOUN,NN,_,37,nsubj,_,_,F
14,shall,_,VERB,MD,_,37,aux,_,_,F
14,coexist,_,VERB,VB,_,4,ccomp,_,_,F
14,with,_,ADP,IN,_,37,prep,_,_,F
14,",",_,.,",",_,37,punct,_,_,F
14,and,_,CONJ,CC,_,37,cc,_,_,F
14,shall,_,VERB,MD,_,43,aux,_,_,F
14,not,_,ADV,RB,_,43,neg,_,_,F
14,supersede,_,VERB,VB,_,37,conj,_,_,F
14,",",_,.,",",_,43,punct,_,_,F
14,the,_,DET,DT,_,46,det,_,_,F
14,Terms,_,NOUN,NNS,_,43,dobj,_,_,F
14,of,_,ADP,IN,_,46,prep,_,_,F
14,Use,_,NOUN,NNP,_,47,pobj,_,_,F
14,.,_,.,.,_,4,punct,_,_,F
15,These,_,DET,DT,_,2,det,_,_,F
15,Terms,_,NOUN,NNS,_,3,nsubj,_,_,F
15,constitute,_,VERB,VBP,_,0,ROOT,_,_,F
15,the,_,DET,DT,_,8,det,_,_,F
15,entire,_,ADJ,JJ,_,8,amod,_,_,F
15,and,_,CONJ,CC,_,5,cc,_,_,F
15,exclusive,_,ADJ,JJ,_,5,conj,_,_,F
15,agreement,_,NOUN,NN,_,3,dobj,_,_,F
15,between,_,ADP,IN,_,8,prep,_,_,F
15,you,_,PRON,PRP,_,9,pobj,_,_,T
15,and,_,CONJ,CC,_,10,cc,_,_,F
15,bigtincan,_,VERB,VB,_,10,conj,_,_,T
15,with,_,ADP,IN,_,8,prep,_,_,F
15,respect,_,NOUN,NN,_,13,pobj,_,_,F
15,to,_,ADP,IN,_,14,prep,_,_,F
15,the,_,DET,DT,_,17,det,_,_,F
15,Services,_,NOUN,NNPS,_,15,pobj,_,_,F
15,",",_,.,",",_,3,punct,_,_,F
15,and,_,CONJ,CC,_,3,cc,_,_,F
15,supersede,_,NOUN,NN,_,3,conj,_,_,F
15,and,_,CONJ,CC,_,20,cc,_,_,F
15,replace,_,VERB,VB,_,20,conj,_,_,F
15,any,_,DET,DT,_,25,det,_,_,F
15,other,_,ADJ,JJ,_,25,amod,_,_,F
15,agreements,_,NOUN,NNS,_,20,dobj,_,_,F
15,",",_,.,",",_,25,punct,_,_,F
15,terms,_,NOUN,NNS,_,25,conj,_,_,F
15,and,_,CONJ,CC,_,25,cc,_,_,F
15,conditions,_,NOUN,NNS,_,25,conj,_,_,F
15,applicable,_,ADJ,JJ,_,29,amod,_,_,F
15,to,_,ADP,IN,_,30,prep,_,_,F
15,the,_,DET,DT,_,33,det,_,_,F
15,Services,_,NOUN,NNPS,_,31,pobj,_,_,F
15,.,_,.,.,_,3,punct,_,_,F
16,html,_,X,ADD,_,16,nsubj,_,_,F
16,THIS,_,DET,DT,_,1,prep,_,_,F
16,SOFTWARE,_,NOUN,NNP,_,7,nn,_,_,F
16,END,_,NOUN,NNP,_,7,nn,_,_,F
16,USER,_,NOUN,NNP,_,7,nn,_,_,F
16,LICENSE,_,NOUN,NNP,_,7,nn,_,_,F
16,AGREEMENT,_,NOUN,NNP,_,2,pobj,_,_,F
16,-LRB-,_,.,-LRB-,_,10,punct,_,_,F
16,``,_,.,``,_,10,punct,_,_,F
16,EULA,_,NOUN,NNP,_,7,dep,_,_,F
16,'',_,.,'',_,10,punct,_,_,F
16,-RRB-,_,.,-RRB-,_,10,punct,_,_,F
16,IS,_,VERB,VBZ,_,16,cop,_,_,F
16,A,_,DET,DT,_,16,det,_,_,F
16,LEGAL,_,NOUN,NNP,_,16,nn,_,_,F
16,AGREEMENT,_,NOUN,NN,_,0,ROOT,_,_,F
16,BETWEEN,_,X,FW,_,18,nn,_,_,F
16,YOU,_,PRON,PRP,_,16,dep,_,_,T
16,-LRB-,_,.,-LRB-,_,23,punct,_,_,F
16,EITHER,_,ADV,RB,_,23,advmod,_,_,F
16,AN,_,DET,DT,_,22,det,_,_,F
16,INDIVIDUAL,_,NOUN,NNP,_,23,nsubj,_,_,F
16,OR,_,NOUN,NNP,_,16,parataxis,_,_,F
16,",",_,.,",",_,23,punct,_,_,F
16,IF,_,ADP,IN,_,23,prep,_,_,F
16,PURCHASED,_,ADJ,JJ,_,25,pobj,_,_,F
16,OR,_,NOUN,NNP,_,26,prep,_,_,F
16,ACQUIRED,_,VERB,VBN,_,29,amod,_,_,F
16,BY,_,NOUN,NN,_,27,pobj,_,_,F
16,OR,_,NOUN,NN,_,29,partmod,_,_,F
16,FOR,_,ADP,IN,_,30,prep,_,_,F
16,AN,_,NOUN,NNP,_,33,nn,_,_,F
16,ENTITY,_,NOUN,NNP,_,31,pobj,_,_,F
16,",",_,.,",",_,33,punct,_,_,F
16,AN,_,DET,DT,_,36,det,_,_,F
16,ENTITY,_,NOUN,NN,_,33,appos,_,_,F
16,-RRB-,_,.,-RRB-,_,23,punct,_,_,F
16,AND,_,CONJ,CC,_,16,cc,_,_,F
16,CAPHYON,_,X,ADD,_,16,conj,_,_,T
16,.,_,.,.,_,16,punct,_,_,F
17,aspx,_,X,UH,_,15,advmod,_,_,F
17,",",_,.,",",_,15,punct,_,_,F
17,as,_,ADP,IN,_,7,mark,_,_,F
17,they,_,PRON,PRP,_,7,nsubjpass,_,_,F
17,may,_,VERB,MD,_,7,aux,_,_,F
17,be,_,VERB,VB,_,7,auxpass,_,_,F
17,amended,_,VERB,VBN,_,15,advcl,_,_,F
17,from,_,ADP,IN,_,7,prep,_,_,F
17,time,_,NOUN,NN,_,8,pobj,_,_,F
17,to,_,ADP,IN,_,7,prep,_,_,F
17,time,_,NOUN,NN,_,10,pobj,_,_,F
17,by,_,ADP,IN,_,11,prep,_,_,F
17,CareerBuilder,_,NOUN,NNP,_,12,pobj,_,_,F
17,",",_,.,",",_,15,punct,_,_,F
17,form,_,VERB,VB,_,0,ROOT,_,_,F
17,a,_,DET,DT,_,18,det,_,_,F
17,binding,_,ADJ,JJ,_,18,amod,_,_,F
17,agreement,_,NOUN,NN,_,15,dobj,_,_,F
17,-LRB-,_,.,-LRB-,_,22,punct,_,_,F
17,the,_,DET,DT,_,22,det,_,_,F
17,``,_,.,``,_,22,punct,_,_,F
17,Agreement,_,NOUN,NN,_,18,appos,_,_,F
17,'',_,.,'',_,22,punct,_,_,F
17,-RRB-,_,.,-RRB-,_,22,punct,_,_,F
17,between,_,ADP,IN,_,18,prep,_,_,F
17,you,_,PRON,PRP,_,25,pobj,_,_,T
17,and,_,CONJ,CC,_,26,cc,_,_,F
17,CareerBuilder,_,NOUN,NNP,_,26,conj,_,_,T
17,-LRB-,_,.,-LRB-,_,35,punct,_,_,F
17,``,_,.,``,_,35,punct,_,_,F
17,API,_,NOUN,NN,_,32,nn,_,_,F
17,Terms,_,NOUN,NNS,_,35,nsubj,_,_,F
17,'',_,.,'',_,35,punct,_,_,F
17,shall,_,VERB,MD,_,35,aux,_,_,F
17,mean,_,VERB,VB,_,28,dep,_,_,F
17,both,_,CONJ,CC,_,38,preconj,_,_,F
17,this,_,DET,DT,_,38,det,_,_,F
17,document,_,NOUN,NN,_,35,dobj,_,_,F
17,and,_,CONJ,CC,_,38,cc,_,_,F
17,the,_,DET,DT,_,42,det,_,_,F
17,CareerBuilder,_,NOUN,NNP,_,42,nn,_,_,F
17,Terms,_,NOUN,NNS,_,38,conj,_,_,F
17,and,_,CONJ,CC,_,42,cc,_,_,F
17,Conditions,_,NOUN,NNPS,_,42,conj,_,_,F
17,-RRB-,_,.,-RRB-,_,35,punct,_,_,F
17,.,_,.,.,_,15,punct,_,_,F
18,http,_,X,ADD,_,0,ROOT,_,_,F
18,:,_,.,:,_,1,punct,_,_,F
18,//caristix.com/license-terms/,_,.,NFP,_,1,dep,_,_,F
18,IMPORTANT,_,VERB,VB,_,1,dep,_,_,F
18,:,_,.,:,_,1,punct,_,_,F
18,This,_,DET,DT,_,11,det,_,_,F
18,software,_,NOUN,NN,_,8,nn,_,_,F
18,end,_,NOUN,NN,_,11,nn,_,_,F
18,user,_,NOUN,NN,_,10,nn,_,_,F
18,license,_,NOUN,NN,_,11,nn,_,_,F
18,agreement,_,NOUN,NN,_,20,nsubj,_,_,F
18,-LRB-,_,.,-LRB-,_,14,punct,_,_,F
18,``,_,.,``,_,14,punct,_,_,F
18,EULA,_,NOUN,NNP,_,11,appos,_,_,F
18,'',_,.,'',_,14,punct,_,_,F
18,-RRB-,_,.,-RRB-,_,14,punct,_,_,F
18,is,_,VERB,VBZ,_,20,cop,_,_,F
18,a,_,DET,DT,_,20,det,_,_,F
18,legal,_,ADJ,JJ,_,20,amod,_,_,F
18,agreement,_,NOUN,NN,_,1,dep,_,_,F
18,between,_,ADP,IN,_,20,prep,_,_,F
18,you,_,PRON,PRP,_,21,pobj,_,_,T
18,and,_,CONJ,CC,_,22,cc,_,_,F
18,Caristix,_,NOUN,NNP,_,22,conj,_,_,T
18,.,_,.,.,_,1,punct,_,_,F
19,html,_,X,GW,_,0,ROOT,_,_,F
19,END-USER,_,NOUN,NNP,_,4,nn,_,_,F
19,LICENSE,_,NOUN,NNP,_,4,nn,_,_,F
19,AGREEMENT,_,NOUN,NNP,_,1,dobj,_,_,F
19,FOR,_,ADP,IN,_,4,prep,_,_,F
19,CHEMAXON,_,NOUN,NNP,_,5,pobj,_,_,F
19,'S,_,PRT,POS,_,4,punct,_,_,F
19,PRODUCTS,_,NOUN,NNPS,_,9,nn,_,_,F
19,Table,_,NOUN,NNP,_,4,dep,_,_,F
19,Of,_,ADP,IN,_,9,prep,_,_,F
19,Contents,_,NOUN,NNS,_,10,pobj,_,_,F
19,1,_,NUM,CD,_,13,dep,_,_,F
19,GRANT,_,NOUN,NN,_,9,dep,_,_,F
19,OF,_,ADP,IN,_,13,prep,_,_,F
19,LICENCE,_,NOUN,NNP,_,56,nn,_,_,F
19,2,_,NUM,CD,_,56,dep,_,_,F
